Defect_ID,Project,Phase,Module,Severity,Priority,Status,Root_Cause,Operating_System,Created_Date,Closed_Date,Is_Closed,Resolution_Time,Defect_Age,Data_Quality_Flag
SCGCQ00820,D,Final Release,Application,Severity 3,High,In Progress,Product Request,Linux,14-04-2023,20-04-2023,1,6,871,0
SCGCQ02973,E,Final Release,Driver,Severity 1,Medium,Re-open,OS-specific,Windows,07-05-2023,17-05-2023,1,10,848,0
SCGCQ04817,E,Integration 2,FW,Severity 4,Medium,Deferred,Product Request,Linux,11-09-2023,,0,,721,0
SCGCQ01609,B,BST,BIOS,Severity 1,Medium,In Progress,FW Integration,Linux,10-05-2023,01-06-2023,1,22,845,0
SCGCQ04184,B,Integration 2,FW,Severity 4,Medium,In Progress,Change Request,Ubuntu,11-02-2023,29-03-2023,1,46,933,0
SCGCQ03975,C,Integration 1,FW,Severity 1,Medium,In Progress,Product Request,RHEL,16-03-2023,,0,,900,0
SCGCQ00549,D,Final Release,BIOS,Severity 4,Low,Deferred,OS-specific,Pre-Boot,24-08-2023,,0,,739,0
SCGCQ04866,C,Integration 1,Server Specific,Severity 1,High,Closed,Driver,Pre-Boot,11-01-2023,21-01-2023,1,10,964,0
SCGCQ01753,E,System Test,BIOS,Severity 1,Medium,Open,Product Request,SLES,19-06-2023,28-07-2023,1,39,805,0
SCGCQ03482,C,Final Release,FW,Severity 1,Low,In Progress,Driver,Pre-Boot,05-08-2023,,0,,758,0
SCGCQ00732,E,BST,Application,Severity 2,High,Re-open,Product Request,SLES,08-04-2023,,0,,877,0
SCGCQ00651,D,BST,Driver,Severity 2,High,Re-open,Product Request,Linux,04-04-2023,16-05-2023,1,42,881,0
SCGCQ02979,B,Integration 2,Server Specific,Severity 2,Low,Re-open,FW Integration,Ubuntu,27-02-2023,,0,,917,0
SCGCQ01707,D,System Test,BIOS,Severity 2,High,Deferred,OS-specific,Pre-Boot,15-11-2023,18-12-2023,1,33,656,0
SCGCQ00511,D,Integration 2,FW,Severity 2,High,Re-open,Change Request,SLES,23-08-2023,09-10-2023,1,47,740,0
SCGCQ04880,B,Final Release,Application,Severity 1,Medium,Closed,Driver,SLES,15-07-2023,01-08-2023,1,17,779,0
SCGCQ00222,B,BST,Driver,Severity 2,Medium,Closed,FW Integration,Windows,10-05-2023,13-06-2023,1,34,845,0
SCGCQ04100,E,System Test,FW,Severity 1,Low,Open,Product Request,Pre-Boot,01-10-2023,23-11-2023,1,53,701,0
SCGCQ02530,A,Final Release,BIOS,Severity 1,Low,Closed,FW Integration,Linux,30-07-2023,18-08-2023,1,19,764,0
SCGCQ01283,A,System Test,FW,Severity 3,High,Deferred,Code Integration,Pre-Boot,14-03-2023,,0,,902,0
SCGCQ02286,C,BST,BIOS,Severity 2,Medium,Open,Driver,Linux,26-11-2023,06-12-2023,1,10,645,0
SCGCQ02426,E,Final Release,Server Specific,Severity 2,High,Open,Product Request,Ubuntu,17-04-2023,17-05-2023,1,30,868,0
SCGCQ00309,B,Final Release,BIOS,Severity 1,Low,Deferred,Code Integration,Pre-Boot,17-02-2023,25-03-2023,1,36,927,0
SCGCQ01941,E,BST,FW,Severity 2,Low,Re-open,FW Integration,RHEL,07-01-2023,10-02-2023,1,34,968,0
SCGCQ04603,E,System Test,Application,Severity 3,High,Re-open,Change Request,Linux,02-06-2023,19-06-2023,1,17,822,0
SCGCQ02628,B,Integration 1,Driver,Severity 4,Medium,In Progress,Code Integration,SLES,29-01-2023,26-03-2023,1,56,946,0
SCGCQ01812,A,System Test,FW,Severity 2,Low,Open,Code Integration,SLES,25-11-2023,26-11-2023,1,1,646,0
SCGCQ00635,D,BST,Application,Severity 1,Low,Open,Change Request,Pre-Boot,27-04-2023,02-06-2023,1,36,858,0
SCGCQ00701,A,Final Release,Server Specific,Severity 1,Low,Deferred,Code Integration,RHEL,10-08-2023,,0,,753,0
SCGCQ00950,D,Integration 1,BIOS,Severity 2,Medium,Re-open,OS-specific,SLES,14-05-2023,06-06-2023,1,23,841,0
SCGCQ02840,E,Integration 1,FW,Severity 2,Low,Re-open,Code Integration,Linux,14-08-2023,13-09-2023,1,30,749,0
SCGCQ00956,E,BST,Application,Severity 4,Low,Deferred,FW Integration,Linux,25-08-2023,21-09-2023,1,27,738,0
SCGCQ03559,C,System Test,Driver,Severity 4,High,Deferred,Code Integration,RHEL,28-02-2023,11-03-2023,1,11,916,0
SCGCQ03705,B,BST,FW,Severity 2,High,Deferred,Change Request,Pre-Boot,06-05-2023,,0,,849,0
SCGCQ04424,C,System Test,BIOS,Severity 4,High,In Progress,OS-specific,RHEL,06-06-2023,,0,,818,0
SCGCQ02914,D,BST,FW,Severity 1,Low,Re-open,OS-specific,Ubuntu,16-05-2023,10-06-2023,1,25,839,0
SCGCQ03263,E,System Test,Application,Severity 1,High,Deferred,Driver,Pre-Boot,01-10-2023,27-10-2023,1,26,701,0
SCGCQ00901,A,Integration 2,Driver,Severity 3,Medium,In Progress,OS-specific,Pre-Boot,13-09-2023,23-09-2023,1,10,719,0
SCGCQ00564,A,Final Release,Driver,Severity 3,High,In Progress,Driver,RHEL,19-07-2023,11-09-2023,1,54,775,0
SCGCQ02147,B,Integration 2,BIOS,Severity 2,Medium,In Progress,Driver,Pre-Boot,04-02-2023,15-02-2023,1,11,940,0
SCGCQ03329,E,Integration 2,Application,Severity 4,Low,Closed,FW Integration,SLES,29-01-2023,14-02-2023,1,16,946,0
SCGCQ02912,A,BST,FW,Severity 3,Medium,Open,OS-specific,Ubuntu,26-08-2023,01-09-2023,1,6,737,0
SCGCQ01866,D,Integration 1,Application,Severity 4,Medium,Closed,Product Request,Linux,26-03-2023,15-04-2023,1,20,890,0
SCGCQ03809,A,Final Release,Application,Severity 4,Medium,Deferred,Product Request,Pre-Boot,27-08-2023,07-10-2023,1,41,736,0
SCGCQ01621,E,Integration 1,BIOS,Severity 4,Medium,Closed,OS-specific,Ubuntu,25-06-2023,11-07-2023,1,16,799,0
SCGCQ03902,E,BST,BIOS,Severity 1,Medium,Re-open,FW Integration,Pre-Boot,04-02-2023,28-02-2023,1,24,940,0
SCGCQ04509,A,Integration 1,FW,Severity 4,Medium,Open,Code Integration,RHEL,07-07-2023,10-07-2023,1,3,787,0
SCGCQ02333,A,BST,Server Specific,Severity 4,Medium,Closed,Change Request,SLES,19-03-2023,27-04-2023,1,39,897,0
SCGCQ01256,C,Final Release,BIOS,Severity 2,High,In Progress,Code Integration,SLES,12-07-2023,05-09-2023,1,55,782,0
SCGCQ04566,E,System Test,Server Specific,Severity 2,Low,Closed,Change Request,Ubuntu,07-06-2023,24-06-2023,1,17,817,0
SCGCQ03317,E,Integration 1,FW,Severity 1,Medium,In Progress,Driver,RHEL,19-09-2023,23-10-2023,1,34,713,0
SCGCQ01126,A,BST,Server Specific,Severity 2,Low,Open,Change Request,Ubuntu,16-01-2023,21-02-2023,1,36,959,0
SCGCQ00377,A,Integration 2,BIOS,Severity 3,High,Open,FW Integration,RHEL,14-03-2023,30-04-2023,1,47,902,0
SCGCQ02007,B,Final Release,Server Specific,Severity 1,Low,Deferred,FW Integration,SLES,25-05-2023,26-05-2023,1,1,830,0
SCGCQ04045,A,Final Release,FW,Severity 1,Medium,Closed,Change Request,RHEL,17-09-2023,28-09-2023,1,11,715,0
SCGCQ01730,D,Integration 1,Application,Severity 2,High,In Progress,OS-specific,Windows,05-05-2023,23-05-2023,1,18,850,0
SCGCQ01930,A,System Test,BIOS,Severity 4,High,In Progress,FW Integration,Windows,29-10-2023,,0,,673,0
SCGCQ00560,A,System Test,FW,Severity 1,Medium,Re-open,FW Integration,Linux,21-12-2023,23-12-2023,1,2,620,0
SCGCQ02669,A,System Test,Driver,Severity 1,Medium,Deferred,Change Request,SLES,23-08-2023,25-08-2023,1,2,740,0
SCGCQ02268,C,BST,Driver,Severity 3,Low,Deferred,Product Request,Ubuntu,21-03-2023,24-03-2023,1,3,895,0
SCGCQ03654,C,BST,BIOS,Severity 2,Low,Re-open,Driver,Windows,01-06-2023,21-07-2023,1,50,823,0
SCGCQ04785,A,System Test,Driver,Severity 4,Low,,Product Request,Pre-Boot,01-04-2023,,0,,884,1
SCGCQ03884,A,BST,Driver,Severity 2,High,Re-open,Code Integration,RHEL,21-09-2023,07-10-2023,1,16,711,0
SCGCQ04249,A,BST,Driver,Severity 3,Medium,Deferred,Change Request,SLES,17-04-2023,,0,,868,0
SCGCQ04054,D,Integration 2,Application,Severity 1,Medium,Closed,FW Integration,Linux,16-04-2023,02-05-2023,1,16,869,0
SCGCQ04248,E,Final Release,FW,Severity 3,Low,Deferred,Product Request,Linux,14-03-2023,19-04-2023,1,36,902,0
SCGCQ01032,E,Integration 1,FW,Severity 3,Low,Open,Driver,Ubuntu,09-11-2023,28-12-2023,1,49,662,0
SCGCQ04710,D,Integration 1,Application,Severity 2,High,Open,Change Request,SLES,21-09-2023,10-10-2023,1,19,711,0
SCGCQ03997,A,BST,BIOS,Severity 3,Low,In Progress,Change Request,SLES,30-05-2023,23-06-2023,1,24,825,0
SCGCQ02889,B,Final Release,Driver,Severity 2,Medium,Re-open,Code Integration,Linux,15-05-2023,08-06-2023,1,24,840,0
SCGCQ01158,A,Final Release,BIOS,Severity 3,High,Closed,Change Request,Ubuntu,19-07-2023,02-08-2023,1,14,775,0
SCGCQ02609,C,Integration 2,Driver,Severity 1,High,In Progress,FW Integration,Windows,10-08-2023,30-09-2023,1,51,753,0
SCGCQ04940,A,Final Release,BIOS,Severity 4,Medium,Deferred,FW Integration,Linux,16-10-2023,04-12-2023,1,49,686,0
SCGCQ03663,C,Final Release,FW,Severity 2,Low,Re-open,OS-specific,Pre-Boot,07-05-2023,19-05-2023,1,12,848,0
SCGCQ03032,A,Integration 2,Server Specific,Severity 2,High,Deferred,Driver,SLES,23-09-2023,02-10-2023,1,9,709,0
SCGCQ03776,B,Final Release,BIOS,Severity 3,Low,Deferred,FW Integration,Pre-Boot,26-01-2023,25-02-2023,1,30,949,0
SCGCQ02321,B,Integration 1,Server Specific,Severity 3,Medium,Deferred,OS-specific,Linux,08-02-2023,14-02-2023,1,6,936,0
SCGCQ02386,D,BST,FW,Severity 2,Low,Deferred,FW Integration,Pre-Boot,14-05-2023,09-06-2023,1,26,841,0
SCGCQ04525,D,Final Release,Server Specific,Severity 3,Medium,Deferred,Code Integration,Windows,20-07-2023,23-08-2023,1,34,774,0
SCGCQ04969,E,BST,BIOS,Severity 4,Medium,Open,OS-specific,Windows,14-11-2023,,0,,657,0
SCGCQ02079,B,Final Release,Server Specific,Severity 3,Low,Re-open,Change Request,Ubuntu,25-09-2023,,0,,707,0
SCGCQ03046,C,System Test,FW,Severity 3,Medium,In Progress,FW Integration,Windows,08-06-2023,12-07-2023,1,34,816,0
SCGCQ00825,E,System Test,Application,Severity 1,Low,Deferred,Driver,SLES,18-03-2023,,0,,898,0
SCGCQ01308,E,Integration 2,FW,Severity 2,Low,Re-open,Product Request,Ubuntu,07-12-2023,20-01-2024,1,44,634,0
SCGCQ00288,A,Final Release,Server Specific,Severity 4,Low,In Progress,OS-specific,Ubuntu,02-03-2023,,0,,914,0
SCGCQ04421,B,Integration 1,BIOS,Severity 4,High,Closed,Product Request,Pre-Boot,15-03-2023,16-04-2023,1,32,901,0
SCGCQ03050,B,Integration 2,Server Specific,Severity 3,Low,Open,Driver,Ubuntu,24-11-2023,,0,,647,0
SCGCQ02462,A,System Test,FW,Severity 3,High,Open,Change Request,Windows,28-12-2023,19-02-2024,1,53,613,0
SCGCQ01925,B,Integration 2,Server Specific,Severity 2,High,Deferred,Change Request,RHEL,27-07-2023,20-08-2023,1,24,767,0
SCGCQ01909,E,System Test,BIOS,Severity 3,High,Open,Product Request,Ubuntu,20-10-2023,16-11-2023,1,27,682,0
SCGCQ02729,D,Integration 2,Server Specific,Severity 1,High,Closed,Driver,SLES,10-11-2023,27-11-2023,1,17,661,0
SCGCQ01720,D,System Test,FW,Severity 3,Medium,,Change Request,Linux,13-04-2023,,0,,872,1
SCGCQ00842,A,Final Release,Application,Severity 3,Low,Closed,Change Request,SLES,26-10-2023,20-11-2023,1,25,676,0
SCGCQ01686,D,Final Release,FW,Severity 4,Medium,Closed,Product Request,Ubuntu,17-05-2023,08-07-2023,1,52,838,0
SCGCQ02323,B,Integration 2,Server Specific,Severity 2,Medium,Re-open,Change Request,Windows,23-02-2023,25-02-2023,1,2,921,0
SCGCQ00735,D,BST,BIOS,Severity 3,Medium,Closed,Product Request,Ubuntu,12-09-2023,27-10-2023,1,45,720,0
SCGCQ04101,C,Integration 2,Server Specific,Severity 2,Low,Re-open,Product Request,Pre-Boot,27-09-2023,08-11-2023,1,42,705,0
SCGCQ02191,A,Integration 2,FW,Severity 4,Medium,In Progress,Change Request,Windows,01-03-2023,,0,,915,0
SCGCQ04385,B,Final Release,Application,Severity 4,Medium,In Progress,Change Request,RHEL,13-11-2023,25-11-2023,1,12,658,0
SCGCQ04089,E,Final Release,Server Specific,Severity 2,Medium,Deferred,Code Integration,Windows,20-09-2023,12-11-2023,1,53,712,0
SCGCQ01365,A,System Test,BIOS,Severity 1,Low,Re-open,FW Integration,SLES,12-12-2023,,0,,629,0
SCGCQ02252,A,Integration 2,Server Specific,Severity 3,High,Open,Code Integration,Ubuntu,12-04-2023,15-05-2023,1,33,873,0
SCGCQ00598,E,BST,FW,Severity 1,Low,In Progress,FW Integration,Windows,30-05-2023,02-06-2023,1,3,825,0
SCGCQ04506,B,Integration 1,FW,Severity 1,Medium,In Progress,OS-specific,Pre-Boot,12-07-2023,17-07-2023,1,5,782,0
SCGCQ01229,D,Integration 2,BIOS,Severity 2,Medium,Open,Driver,RHEL,22-09-2023,15-10-2023,1,23,710,0
SCGCQ01763,C,Integration 2,FW,Severity 4,Medium,Open,Change Request,SLES,30-11-2023,07-01-2024,1,38,641,0
SCGCQ03191,C,Final Release,Server Specific,Severity 4,Low,In Progress,Product Request,RHEL,14-04-2023,06-06-2023,1,53,871,0
SCGCQ02627,B,System Test,FW,Severity 1,Low,In Progress,Change Request,RHEL,11-03-2023,01-05-2023,1,51,905,0
SCGCQ01186,D,System Test,Application,Severity 4,High,In Progress,OS-specific,Linux,17-07-2023,,0,,777,0
SCGCQ02835,C,Integration 2,BIOS,Severity 4,Medium,Deferred,OS-specific,Ubuntu,21-03-2023,,0,,895,0
SCGCQ00254,B,Final Release,Driver,Severity 1,High,Open,Driver,Windows,18-04-2023,,0,,867,0
SCGCQ02010,B,Final Release,BIOS,Severity 4,High,Deferred,OS-specific,SLES,07-03-2023,,0,,909,0
SCGCQ00725,A,Final Release,BIOS,Severity 1,Low,Closed,Product Request,Linux,04-02-2023,27-02-2023,1,23,940,0
SCGCQ04511,C,BST,FW,Severity 1,High,Re-open,Driver,Pre-Boot,31-07-2023,,0,,763,0
SCGCQ02289,B,Integration 2,Application,Severity 1,High,Deferred,Driver,Windows,02-03-2023,19-04-2023,1,48,914,0
SCGCQ04822,B,Integration 1,BIOS,Severity 2,Low,Deferred,Code Integration,RHEL,24-11-2023,18-12-2023,1,24,647,0
SCGCQ01803,C,System Test,Driver,Severity 3,Medium,In Progress,Change Request,Windows,28-01-2023,31-01-2023,1,3,947,0
SCGCQ03388,A,BST,BIOS,Severity 2,Low,In Progress,Product Request,Linux,29-06-2023,11-08-2023,1,43,795,0
SCGCQ01396,B,Integration 1,BIOS,Severity 1,Low,Re-open,Driver,Linux,07-09-2023,,0,,725,0
SCGCQ00668,C,Final Release,BIOS,Severity 4,Low,Closed,Product Request,Pre-Boot,07-10-2023,05-11-2023,1,29,695,0
SCGCQ04402,B,BST,Driver,Severity 4,High,,Product Request,Linux,15-01-2023,,0,,960,1
SCGCQ04176,C,Final Release,BIOS,Severity 1,Low,Deferred,Driver,Windows,05-05-2023,27-06-2023,1,53,850,0
SCGCQ00159,E,Integration 1,Driver,Severity 3,High,Deferred,Change Request,RHEL,29-09-2023,26-11-2023,1,58,703,0
SCGCQ02915,E,BST,Application,Severity 3,Medium,Closed,Product Request,Linux,22-05-2023,29-05-2023,1,7,833,0
SCGCQ03589,A,BST,BIOS,Severity 3,High,,FW Integration,RHEL,05-03-2023,,0,,911,1
SCGCQ04608,B,Integration 1,Driver,Severity 1,High,Open,Change Request,Linux,04-02-2023,,0,,940,0
SCGCQ04177,B,BST,Application,Severity 4,Medium,In Progress,Code Integration,Linux,22-01-2023,23-02-2023,1,32,953,0
SCGCQ04124,D,Integration 2,Driver,Severity 3,Low,Open,Code Integration,Linux,10-07-2023,01-09-2023,1,53,784,0
SCGCQ04220,C,System Test,Driver,Severity 2,Low,Closed,FW Integration,SLES,24-07-2023,14-08-2023,1,21,770,0
SCGCQ02477,C,System Test,BIOS,Severity 3,Medium,Closed,Driver,Windows,06-05-2023,28-06-2023,1,53,849,0
SCGCQ00629,B,BST,Server Specific,Severity 3,High,Open,Product Request,Windows,11-04-2023,,0,,874,0
SCGCQ04516,E,System Test,BIOS,Severity 2,High,Re-open,OS-specific,SLES,04-01-2023,,0,,971,0
SCGCQ03241,C,Integration 1,Server Specific,Severity 4,Medium,Deferred,Change Request,Ubuntu,11-02-2023,28-02-2023,1,17,933,0
SCGCQ01791,C,BST,FW,Severity 4,High,Re-open,Code Integration,Ubuntu,12-03-2023,21-03-2023,1,9,904,0
SCGCQ00531,C,Final Release,FW,Severity 4,Medium,Re-open,Code Integration,Windows,25-01-2023,23-02-2023,1,29,950,0
SCGCQ03649,B,System Test,BIOS,Severity 2,Low,In Progress,Driver,SLES,14-01-2023,30-01-2023,1,16,961,0
SCGCQ04746,C,Integration 2,FW,Severity 2,High,Re-open,Driver,Windows,07-07-2023,08-07-2023,1,1,787,0
SCGCQ03470,C,Integration 1,Server Specific,Severity 3,High,Deferred,Driver,Ubuntu,08-07-2023,09-08-2023,1,32,786,0
SCGCQ00906,A,Integration 1,Driver,Severity 4,Low,In Progress,Change Request,Linux,21-02-2023,02-03-2023,1,9,923,0
SCGCQ04420,B,Integration 1,BIOS,Severity 3,Medium,Closed,Driver,Ubuntu,15-07-2023,05-09-2023,1,52,779,0
SCGCQ04784,A,System Test,FW,Severity 1,Medium,In Progress,Product Request,Ubuntu,02-09-2023,03-10-2023,1,31,730,0
SCGCQ02924,D,System Test,FW,Severity 4,Medium,Re-open,Driver,Linux,25-09-2023,29-10-2023,1,34,707,0
SCGCQ02419,D,Integration 1,Driver,Severity 4,High,Closed,Driver,Windows,01-10-2023,04-11-2023,1,34,701,0
SCGCQ01184,B,Integration 1,FW,Severity 2,Medium,Deferred,Driver,RHEL,18-04-2023,02-05-2023,1,14,867,0
SCGCQ02006,E,BST,Driver,Severity 3,High,Open,FW Integration,Windows,04-02-2023,06-02-2023,1,2,940,0
SCGCQ02489,D,Integration 1,BIOS,Severity 2,Low,,OS-specific,RHEL,05-05-2023,,0,,850,1
SCGCQ02519,C,Integration 1,Application,Severity 1,Medium,Deferred,FW Integration,Ubuntu,30-04-2023,,0,,855,0
SCGCQ00271,C,System Test,FW,Severity 1,Low,In Progress,Code Integration,SLES,13-08-2023,05-09-2023,1,23,750,0
SCGCQ02376,B,Integration 2,Driver,Severity 2,High,Closed,Driver,Pre-Boot,04-11-2023,09-11-2023,1,5,667,0
SCGCQ04539,C,Integration 1,Application,Severity 3,Low,Deferred,Product Request,Pre-Boot,05-12-2023,16-12-2023,1,11,636,0
SCGCQ02077,D,Integration 2,Driver,Severity 2,High,Open,Code Integration,Ubuntu,07-10-2023,27-11-2023,1,51,695,0
SCGCQ00601,A,Final Release,Driver,Severity 3,Low,Open,Change Request,Linux,29-07-2023,24-08-2023,1,26,765,0
SCGCQ01865,A,BST,BIOS,Severity 3,High,Deferred,Product Request,SLES,17-01-2023,14-03-2023,1,56,958,0
SCGCQ00404,B,Integration 2,Server Specific,Severity 1,Medium,In Progress,Code Integration,RHEL,09-02-2023,17-03-2023,1,36,935,0
SCGCQ01654,C,Integration 1,FW,Severity 2,High,Re-open,Driver,Windows,30-08-2023,16-09-2023,1,17,733,0
SCGCQ04048,E,System Test,FW,Severity 3,High,,Driver,Pre-Boot,12-07-2023,,0,,782,1
SCGCQ01202,E,Integration 1,BIOS,Severity 2,High,In Progress,FW Integration,Ubuntu,15-10-2023,10-11-2023,1,26,687,0
SCGCQ01362,B,Integration 1,FW,Severity 2,Medium,Re-open,Product Request,SLES,18-12-2023,21-12-2023,1,3,623,0
SCGCQ02814,C,System Test,Server Specific,Severity 3,Medium,Open,FW Integration,SLES,22-06-2023,10-07-2023,1,18,802,0
SCGCQ04704,C,Integration 1,Server Specific,Severity 3,Medium,Open,FW Integration,SLES,05-07-2023,08-07-2023,1,3,789,0
SCGCQ04102,C,BST,FW,Severity 4,Low,Closed,Driver,Windows,07-11-2023,02-12-2023,1,25,664,0
SCGCQ04304,C,Integration 1,BIOS,Severity 3,High,Re-open,Code Integration,SLES,03-10-2023,02-11-2023,1,30,699,0
SCGCQ03680,B,Final Release,BIOS,Severity 1,Medium,Re-open,Driver,RHEL,18-11-2023,14-12-2023,1,26,653,0
SCGCQ02656,B,Final Release,BIOS,Severity 3,High,Re-open,Product Request,SLES,19-03-2023,25-04-2023,1,37,897,0
SCGCQ02750,E,Integration 2,Driver,Severity 2,Medium,Re-open,FW Integration,SLES,17-05-2023,08-06-2023,1,22,838,0
SCGCQ00490,B,System Test,Driver,Severity 4,Medium,Open,Product Request,Windows,15-07-2023,,0,,779,0
SCGCQ03862,C,Final Release,Driver,Severity 3,Low,Re-open,Product Request,Pre-Boot,22-12-2023,17-01-2024,1,26,619,0
SCGCQ04013,D,Integration 1,BIOS,Severity 3,Low,In Progress,Code Integration,RHEL,28-12-2023,15-01-2024,1,18,613,0
SCGCQ04134,B,Integration 2,BIOS,Severity 3,Low,,Driver,SLES,21-05-2023,,0,,834,1
SCGCQ04835,B,BST,Server Specific,Severity 3,High,,OS-specific,Ubuntu,14-03-2023,,0,,902,1
SCGCQ01052,C,BST,FW,Severity 1,High,Re-open,Code Integration,Linux,11-04-2023,,0,,874,0
SCGCQ04068,D,Final Release,FW,Severity 4,High,Deferred,Change Request,SLES,08-10-2023,,0,,694,0
SCGCQ01616,B,Integration 2,BIOS,Severity 3,High,Closed,Change Request,Windows,16-09-2023,30-09-2023,1,14,716,0
SCGCQ04618,A,Integration 1,FW,Severity 2,High,In Progress,OS-specific,RHEL,07-11-2023,06-12-2023,1,29,664,0
SCGCQ03738,E,Integration 2,Server Specific,Severity 3,High,Re-open,Change Request,Windows,06-09-2023,,0,,726,0
SCGCQ01228,B,Integration 1,Server Specific,Severity 3,Low,Closed,Driver,RHEL,02-11-2023,07-12-2023,1,35,669,0
SCGCQ01366,B,Integration 1,FW,Severity 3,Medium,Deferred,Driver,Pre-Boot,04-02-2023,06-02-2023,1,2,940,0
SCGCQ03540,E,Integration 2,BIOS,Severity 4,Low,Deferred,Driver,SLES,06-08-2023,07-09-2023,1,32,757,0
SCGCQ02960,B,BST,Driver,Severity 1,Medium,In Progress,Change Request,Pre-Boot,16-03-2023,01-05-2023,1,46,900,0
SCGCQ03624,B,Integration 1,BIOS,Severity 1,High,Deferred,OS-specific,Pre-Boot,08-08-2023,19-09-2023,1,42,755,0
SCGCQ00995,C,System Test,BIOS,Severity 2,Low,Closed,Driver,Ubuntu,18-12-2023,24-12-2023,1,6,623,0
SCGCQ04324,E,BST,Application,Severity 2,Medium,In Progress,OS-specific,Ubuntu,09-07-2023,11-08-2023,1,33,785,0
SCGCQ00936,E,Integration 1,BIOS,Severity 1,Low,Re-open,Change Request,Ubuntu,19-06-2023,10-07-2023,1,21,805,0
SCGCQ03492,B,BST,Driver,Severity 3,Low,Open,Code Integration,SLES,25-03-2023,12-04-2023,1,18,891,0
SCGCQ01536,C,Final Release,BIOS,Severity 4,Low,Open,Driver,Pre-Boot,29-05-2023,16-07-2023,1,48,826,0
SCGCQ00379,A,BST,Server Specific,Severity 3,Medium,In Progress,FW Integration,Pre-Boot,12-07-2023,24-08-2023,1,43,782,0
SCGCQ00388,E,Final Release,BIOS,Severity 1,High,Open,Code Integration,RHEL,31-12-2023,29-01-2024,1,29,610,0
SCGCQ04517,A,System Test,FW,Severity 3,High,In Progress,FW Integration,Windows,15-08-2023,12-10-2023,1,58,748,0
SCGCQ01185,D,BST,BIOS,Severity 2,Low,In Progress,Change Request,Linux,04-11-2023,16-11-2023,1,12,667,0
SCGCQ02270,D,Integration 2,FW,Severity 4,Medium,In Progress,OS-specific,RHEL,14-05-2023,,0,,841,0
SCGCQ01478,C,Integration 1,BIOS,Severity 1,Medium,Closed,OS-specific,RHEL,11-05-2023,03-07-2023,1,53,844,0
SCGCQ01759,C,Integration 2,FW,Severity 3,Medium,Open,FW Integration,SLES,11-06-2023,16-06-2023,1,5,813,0
SCGCQ00478,B,Final Release,Application,Severity 4,High,In Progress,OS-specific,SLES,09-12-2023,09-01-2024,1,31,632,0
SCGCQ01469,B,Integration 2,FW,Severity 4,High,In Progress,FW Integration,RHEL,04-09-2023,06-10-2023,1,32,728,0
SCGCQ00383,A,Integration 1,Driver,Severity 1,Low,Closed,Driver,Ubuntu,02-03-2023,24-03-2023,1,22,914,0
SCGCQ03308,E,Integration 2,Driver,Severity 4,Low,Re-open,OS-specific,Linux,02-12-2023,30-12-2023,1,28,639,0
SCGCQ01969,C,BST,BIOS,Severity 4,High,Re-open,Code Integration,Ubuntu,06-07-2023,,0,,788,0
SCGCQ01360,B,System Test,Driver,Severity 2,Medium,Open,OS-specific,Pre-Boot,03-06-2023,22-06-2023,1,19,821,0
SCGCQ03148,A,Integration 2,BIOS,Severity 2,Medium,,FW Integration,Windows,28-04-2023,,0,,857,1
SCGCQ03461,E,Integration 2,Server Specific,Severity 2,High,Re-open,Change Request,Linux,05-09-2023,20-09-2023,1,15,727,0
SCGCQ02615,E,BST,BIOS,Severity 4,Medium,Deferred,FW Integration,Ubuntu,04-08-2023,02-09-2023,1,29,759,0
SCGCQ04455,B,BST,FW,Severity 3,Low,Closed,Code Integration,Ubuntu,18-09-2023,15-11-2023,1,58,714,0
SCGCQ04542,B,Final Release,BIOS,Severity 1,High,Closed,Code Integration,Ubuntu,06-04-2023,24-05-2023,1,48,879,0
SCGCQ03928,A,BST,BIOS,Severity 2,Medium,,Code Integration,Linux,13-10-2023,,0,,689,1
SCGCQ04168,D,Integration 1,FW,Severity 3,Low,In Progress,Product Request,Windows,12-10-2023,24-10-2023,1,12,690,0
SCGCQ01669,A,Integration 1,Application,Severity 2,High,Open,Code Integration,RHEL,22-01-2023,27-01-2023,1,5,953,0
SCGCQ01114,C,BST,BIOS,Severity 3,Low,Deferred,OS-specific,SLES,15-07-2023,01-08-2023,1,17,779,0
SCGCQ00220,C,System Test,Driver,Severity 3,Medium,Deferred,Code Integration,Windows,03-03-2023,17-04-2023,1,45,913,0
SCGCQ02150,C,BST,BIOS,Severity 2,Medium,Deferred,FW Integration,RHEL,21-04-2023,31-05-2023,1,40,864,0
SCGCQ00765,D,Final Release,Driver,Severity 4,Low,Re-open,Code Integration,SLES,05-01-2023,15-02-2023,1,41,970,0
SCGCQ01206,C,Final Release,BIOS,Severity 3,Medium,In Progress,FW Integration,Ubuntu,28-11-2023,,0,,643,0
SCGCQ01849,B,Final Release,Server Specific,Severity 3,Medium,Re-open,Product Request,Pre-Boot,05-02-2023,,0,,939,0
SCGCQ04232,A,Integration 1,BIOS,Severity 3,Low,Deferred,Driver,Ubuntu,15-01-2023,10-02-2023,1,26,960,0
SCGCQ00513,B,Final Release,FW,Severity 1,Medium,Re-open,OS-specific,SLES,04-11-2023,02-12-2023,1,28,667,0
SCGCQ00757,C,Integration 2,BIOS,Severity 2,Low,Deferred,Product Request,Linux,21-02-2023,17-04-2023,1,55,923,0
